Documento|Fecha|Departamento|Municipio|Dia|Hora|Sitio|Agresor|Victima|Edad|Pais_nacimiento|Clase_empleado|Profesion|Escolaridad|Codigo_DANE
1425810097|12/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|21:00:00|VIAS PUBLICAS|A PIE|A PIE|21|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810098|13/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|15:00:00|VIAS PUBLICAS|A PIE|A PIE|42|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810099|14/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|3:30:00|ESTACION TRANSMILENIO BOYACA - CALLE 80|A PIE|A PIE|28|COLOMBIA|EMPLEADO PARTICULAR|DISEÑO GRAFICO|TECNICO|11001000
1425810100|15/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|6:15:00|VIAS PUBLICAS|A PIE|A PIE|45|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810101|16/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|20:20:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|NO REPORTA|-|-|11001000
1425810102|17/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|9:10:00|VIAS PUBLICAS|A PIE|A PIE|67|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810103|18/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Lunes|6:08:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810104|19/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|20:00:00|VIAS PUBLICAS|A PIE|A PIE|24|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810105|20/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|20:00:00|VIAS PUBLICAS|A PIE|A PIE|41|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810106|21/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|19:30:00|VIAS PUBLICAS|A PIE|A PIE|30|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810107|22/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|20:30:00|VIAS PUBLICAS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810108|23/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|14:00:00|VIAS PUBLICAS|A PIE|A PIE|26|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425810109|24/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|17:30:00|VIAS PUBLICAS|A PIE|A PIE|48|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810110|25/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|17:30:00|ESTABLECIMIENTO DE COMERCIO|A PIE|A PIE|23|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810111|26/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810112|27/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810113|28/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|ESTABLECIMIENTO DE COMERCIO|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810114|29/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:00:00|ESTACION DE ARTICULADO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810115|30/09/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|0:30:00|VIAS PUBLICAS|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810116|1/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|9:20:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810117|2/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|15:20:00|VIAS PUBLICAS|A PIE|A PIE|21|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810118|3/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|6:45:00|VIAS PUBLICAS|A PIE|A PIE|21|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810119|4/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|13:45:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810120|5/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|23:50:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|NO REPORTA|-|-|11001000
1425810121|6/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Martes|13:23:00|VIAS PUBLICAS|A PIE|A PIE|34|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810122|7/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|10:00:00|VIAS PUBLICAS|A PIE|A PIE|61|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810123|8/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|10:30:00|VIAS PUBLICAS|A PIE|A PIE|66|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810124|9/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|21:00:00|VIAS PUBLICAS|A PIE|A PIE|-|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810125|10/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|9:00:00|BUS TRANSMILENIO|PASAJERO BUS|PASAJERO BUS|59|COLOMBIA|EMPLEADO PARTICULAR|SECRETARIAS|SECUNDARIA|11001000
1425810126|11/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|13:00:00|VIAS PUBLICAS|A PIE|A PIE|59|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810127|12/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|VIAS PUBLICAS|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810128|13/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810129|14/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810130|15/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:00:00|EDIFICIO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810131|16/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|4:30:00|UNIVERSIDADES|A PIE|A PIE|30|COLOMBIA|EMPLEADO PARTICULAR|BIOLOGIA|SUPERIOR|11001000
1425810132|17/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|15:30:00|VIAS PUBLICAS|A PIE|A PIE|50|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810133|18/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:30:00|VIAS PUBLICAS|A PIE|A PIE|80|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810134|19/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|9:45:00|VIAS PUBLICAS|A PIE|A PIE|15|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810135|20/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|12:50:00|ALMACENES|CONDUCTOR MOTOCICLETA|PASAJERO BUS|51|COLOMBIA|EMPLEADO PARTICULAR|ADMINISTRACION  DE EMPRESAS|SUPERIOR|11001000
1425810136|21/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|13:45:00|VIAS PUBLICAS|A PIE|A PIE|16|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810137|22/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|10:10:00|VIAS PUBLICAS|A PIE|A PIE|25|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810138|23/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|7:55:00|VIAS PUBLICAS|A PIE|A PIE|50|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810139|24/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|5:25:00|VIAS PUBLICAS|A PIE|A PIE|66|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810140|25/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|13:05:00|VIAS PUBLICAS|A PIE|A PIE|26|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425810141|26/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|9:46:00|VIAS PUBLICAS|A PIE|A PIE|47|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810142|27/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|16:41:00|VIAS PUBLICAS|A PIE|A PIE|54|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810143|28/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|23:34:00|VIAS PUBLICAS|A PIE|A PIE|48|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810144|29/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|0:02:00|VIAS PUBLICAS|A PIE|A PIE|66|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810145|30/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|4:41:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810146|31/10/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|13:07:00|PARQUEADERO|A PIE|A PIE|45|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810147|1/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Miércoles|13:07:00|PARQUEADERO|A PIE|A PIE|-|COLOMBIA|NO REPORTA|-|-|11001000
1425810148|2/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|11:00:00|VIAS PUBLICAS|A PIE|A PIE|32|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810149|3/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|11:30:00|VIAS PUBLICAS|A PIE|A PIE|41|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425810150|4/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|7:00:00|ESTACION TRANSMILENIO GRANJA|PASAJERO BUS|PASAJERO BUS|64|COLOMBIA|EMPLEADO PARTICULAR|CONTADURIA PUBLICA|SUPERIOR|11001000
1425810151|5/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|2:00:00|VIAS PUBLICAS|A PIE|A PIE|56|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425810152|6/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|10:30:00|VIAS PUBLICAS|A PIE|A PIE|22|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810153|7/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|17:30:00|VIAS PUBLICAS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810154|8/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|13:00:00|VIAS PUBLICAS|A PIE|A PIE|70|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810155|9/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|15:00:00|VIAS PUBLICAS|A PIE|A PIE|42|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810156|10/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|8:30:00|PARADERO DE BUSES|A PIE|A PIE|28|COLOMBIA|EMPLEADO PARTICULAR|ADMINISTRACION  DE EMPRESAS|SUPERIOR|11001000
1425810157|11/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|8:30:00|LUGAR DE TRABAJO|A PIE|A PIE|51|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810158|12/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|VIAS PUBLICAS|A PIE|A PIE|24|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810159|13/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810160|14/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810161|15/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|0:00:00|ENTIDAD PUBLICA / ESTATAL|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810162|16/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|22:30:00|VIAS PUBLICAS|A PIE|A PIE|25|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810163|17/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|7:15:00|VIAS PUBLICAS|A PIE|A PIE|56|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810164|18/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|8:50:00|VIAS PUBLICAS|A PIE|A PIE|26|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810165|19/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|5:55:00|VIAS PUBLICAS|A PIE|A PIE|41|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810166|20/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|8:29:00|VIAS PUBLICAS|A PIE|A PIE|69|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810167|21/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Jueves|22:12:00|VIAS PUBLICAS|A PIE|A PIE|26|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810168|22/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|19:30:00|VIAS PUBLICAS|A PIE|A PIE|40|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425810169|23/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|11:00:00|VIAS PUBLICAS|A PIE|A PIE|25|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810170|24/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|11:00:00|VIAS PUBLICAS|A PIE|A PIE|28|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810171|25/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|11:00:00|VIAS PUBLICAS|A PIE|A PIE|75|COLOMBIA|INDEPENDIENTE|-|SECUNDARIA|11001000
1425810172|26/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|11:30:00|FRENTE A EDIFICIO - VIA PUBLICA|CONDUCTOR MOTOCICLETA|A PIE|41|COLOMBIA|INDEPENDIENTE|ESPECIALIZACION EN FINANZAS|SUPERIOR|11001000
1425810173|27/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|6:30:00|VIAS PUBLICAS|A PIE|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810174|28/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|6:30:00|CALLEJÓN|A PIE|A PIE|18|COLOMBIA|ESTUDIANTE|MEDICINA|SUPERIOR|11001000
1425810175|29/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|10:30:00|VIAS PUBLICAS|BICICLETA|A PIE|42|COLOMBIA|EMPLEADO PARTICULAR|-|TECNICO|11001000
1425810176|30/11/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810177|1/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810178|2/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|0:00:00|EDIFICIO|A PIE|A PIE|-|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810179|3/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|15:30:00|APARTAMENTO EN CONJUNTO CERRADO|CONDUCTOR TAXI|PASAJERO TAXI|69|COLOMBIA|PENSIONADO|ESPECIALIZACION EN GERENCIA DE PROYECTOS EN INGENIERIA|SUPERIOR|11001000
1425810180|4/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|22:30:00|PUENTE PEATONAL|A PIE|BICICLETA|42|COLOMBIA|EMPLEADO PARTICULAR|ADMINISTRACION  INFORMATICA|SUPERIOR|11001000
1425810181|5/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|14:05:00|VIAS PUBLICAS|A PIE|A PIE|42|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810182|6/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|23:55:00|VIAS PUBLICAS|A PIE|BICICLETA|50|COLOMBIA|INDEPENDIENTE|ARQUITECTURA Y URBANISMO|SUPERIOR|11001000
1425810183|7/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|11:23:00|VIAS PUBLICAS|A PIE|A PIE|72|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810184|8/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|3:51:00|VIAS PUBLICAS|A PIE|A PIE|31|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810185|9/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|8:44:00|VIAS PUBLICAS|A PIE|A PIE|53|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810186|10/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|15:44:00|VIAS PUBLICAS|A PIE|A PIE|13|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810187|11/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Viernes|16:14:00|VIAS PUBLICAS|A PIE|A PIE|38|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425810188|12/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|20:00:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|NO REPORTA|-|-|11001000
1425810189|13/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|20:00:00|VIAS PUBLICAS|PASAJERO BUS|PASAJERO BUS|55|COLOMBIA|EMPLEADO PARTICULAR|CONTADURIA PUBLICA|SUPERIOR|11001000
1425810190|14/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|11:00:00|VIAS PUBLICAS|A PIE|A PIE|32|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810191|15/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|2:00:00|VIAS PUBLICAS|A PIE|A PIE|21|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810192|16/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|12:00:00|CALLEJÓN|A PIE|A PIE|21|COLOMBIA|ESTUDIANTE|CINE Y TELEVISION|SUPERIOR|11001000
1425810193|17/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|16:00:00|VIAS PUBLICAS|A PIE|A PIE|47|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810194|18/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|17:30:00|VIAS PUBLICAS|A PIE|A PIE|51|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810195|19/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|17:30:00|VIAS PUBLICAS|A PIE|A PIE|-|COLOMBIA|NO REPORTA|-|-|11001000
1425810196|20/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|3:30:00|VIAS PUBLICAS|A PIE|A PIE|55|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810197|21/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810198|22/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:00:00|OTRO|A PIE|A PIE|-|VENEZUELA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810199|23/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:00:00|OTRO|A PIE|A PIE|-|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|NO REPORTADO|11001000
1425810200|24/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|14:30:00|VIAS PUBLICAS|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425810201|25/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|22:30:00|VIAS PUBLICAS|A PIE|A PIE|32|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|TECNICO|11001000
1425810202|26/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|23:30:00|VIAS PUBLICAS|A PIE|A PIE|56|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810203|27/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|0:30:00|VIAS PUBLICAS|A PIE|A PIE|61|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810204|28/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|13:40:00|VIAS PUBLICAS|A PIE|A PIE|49|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810205|29/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|19:45:00|VIAS PUBLICAS|A PIE|A PIE|50|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810206|30/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|3:40:00|VIAS PUBLICAS|A PIE|A PIE|39|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810207|31/12/2019|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|10:44:00|VIAS PUBLICAS|A PIE|A PIE|53|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810208|1/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|3:24:00|VIAS PUBLICAS|A PIE|A PIE|25|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810209|2/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|7:16:00|VIAS PUBLICAS|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|PRIMARIA|11001000
1425810210|3/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|13:39:00|VIAS PUBLICAS|A PIE|A PIE|51|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810211|4/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Sábado|16:38:00|VIAS PUBLICAS|A PIE|A PIE|57|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SUPERIOR|11001000
1425810212|5/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|14:00:00|FRENTE A RESIDENCIAS - VIA PUBLICA|CONDUCTOR MOTOCICLETA|A PIE|29|COLOMBIA|EMPLEADO PARTICULAR|DERECHO|SUPERIOR|11001000
1425810213|6/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|16:10:00|VIAS PUBLICAS|A PIE|A PIE|27|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
1425810214|7/01/2020|CUNDINAMARCA|BOGOTA D.C. (CT)|Domingo|22:20:00|ESTACION TRANSPORTE MASIVO|A PIE|A PIE|19|COLOMBIA|EMPLEADO PARTICULAR|NO REPORTADA|SECUNDARIA|11001000
